,行政区,街区,小区,经度,纬度,,,
1274,徐汇,龙华,景虹花园,121.4416312,31.17358803,,,
664,青浦,赵巷,新华联奥莱悦府,121.229887,31.17358185,,,
115,青浦,盈浦,旭辉玫瑰湾,121.1032074,31.17345787,,,
912,徐汇,漕河泾,鑫耀中城,121.4209004,31.17329512,,,
1467,浦东,世博,济阳三村,121.488251,31.173245,,,
964,徐汇,龙华,丰三小区,121.4609465,31.17319162,,,
851,徐汇,康健,康健路25弄,121.438948,31.172436,,,
3094,青浦,徐泾,灿辉晶典1733,121.291169,31.1722389,,,
340,浦东,杨思前滩,三林世博家园(新浦路199弄),121.544541,31.171832,,,
2317,徐汇,康健,桂康小区,121.4256511,31.17181563,,,
1876,青浦,徐泾,英庭名墅,121.3265061,31.1716754,,,
1931,青浦,赵巷,绿地新里派克公馆,121.1635596,31.1714354,,,
808,徐汇,漕河泾,华悦家园,121.4160135,31.17142806,,,
971,浦东,世博,德州七村,121.494031,31.171217,,,
200,徐汇,龙华,乾骏大厦,121.4445414,31.17112117,,,
2194,徐汇,龙华,三江小区,121.446398,31.17107089,,,
1472,青浦,赵巷,崧泽华城秀景苑,121.166273,31.170901,,,
416,浦东,世博,上钢十村,121.490655,31.175978,,,
1936,浦东,世博,联城花苑,121.487579,31.178581,,,
2225,浦东,世博,上南花城,121.498268,31.184055,,,
190,浦东,世博,济阳一村,121.490162,31.170738,,,
2911,浦东,杨思前滩,东方悦居,121.5110362,31.17069648,,,
1154,闵行,华漕,凯德林茵湖畔(公寓),121.3467823,31.17018936,,,
562,闵行,静安新城,大上海国际花园,121.3848396,31.16993947,,,
1749,浦东,杨思前滩,申江豪城,121.506407,31.16982863,,,
162,青浦,徐泾,上海豪都国际花园(别墅),121.283085,31.16947183,,,
659,青浦,徐泾,上海豪都国际花园(公寓),121.283085,31.16947183,,,
2341,徐汇,康健,科苑新村,121.4393277,31.16939188,,,
4,青浦,夏阳,宜达新居,121.1555885,31.16911348,,,
1650,徐汇,康健,天悦,121.4185498,31.16867712,,,
2551,浦东,杨思前滩,东方吉苑,121.511875,31.168336,,,
1186,青浦,徐泾,君悦湾墅,121.2810609,31.16832533,,,
765,青浦,赵巷,崧泽华城秀景苑(二期),121.1660693,31.1683207,,,
1283,青浦,赵巷,崧泽华城秀景苑(三期),121.163658,31.168128,,,
1224,徐汇,康健,万象园,121.4173405,31.16808262,,,
2011,青浦,盈浦,远洋金融街,121.109478,31.16796683,,,
1455,青浦,赵巷,宝龙城市广场(青浦),121.159395,31.16792983,,,
2407,青浦,赵巷,宝龙广场二期,121.159114,31.167638,,,
2450,青浦,盈浦,上善水樾,121.117293,31.167621,,,
2914,青浦,徐泾,中骏天珑,121.32048,31.16738183,,,
1022,青浦,盈浦,民乐佳苑三区,121.0936692,31.16735209,,,
535,浦东,御桥,万科金色城市,121.5786879,31.1672553,,,
2650,青浦,赵巷,万科锦源(公寓),121.204823,31.16724,,,
564,浦东,杨思前滩,尚东国际名园（二期）,121.5185592,31.16713549,,,
2778,浦东,杨思前滩,三林世博家园(东书房路560弄),121.5405539,31.16702394,,,
835,浦东,杨思前滩,万科金色里程(别墅),121.535168,31.167007,,,
1930,徐汇,康健,钦州南路300弄,121.430542,31.166942,,,
1630,青浦,夏阳,绿地浦汇中心,121.131878,31.16660495,,,
2837,青浦,徐泾,上海捷克住宅小区(公寓),121.2839622,31.1665518,,,
2153,浦东,杨思前滩,杨思路502弄,121.501552,31.166525,,,
2593,闵行,静安新城,静安新城三区,121.3912205,31.16648004,,,
567,浦东,杨思前滩,中粮前滩海景壹号,121.4875114,31.16611326,,,
2655,浦东,杨思前滩,恒大华城梅山苑,121.494165,31.16607487,,,
2508,闵行,古美,中友嘉园,121.407414,31.16592114,,,
1148,浦东,杨思前滩,万科新里程,121.536633,31.165864,,,
8,浦东,御桥,万科海上传奇,121.574206,31.165749,,,
3020,闵行,静安新城,静安新城九区,121.3861498,31.16558441,,,
2035,青浦,夏阳,新城盛景园,121.157817,31.16553088,,,
392,青浦,徐泾,南山雨果(公寓),121.27685,31.165478,,,
867,浦东,杨思前滩,三林世博家园(大道站路94弄),121.5456103,31.16545935,,,
2474,闵行,静安新城,九歌花园,121.3876557,31.16537599,,,
805,浦东,杨思前滩,前滩东方惠礼,121.484444,31.16528299,,,
195,闵行,古美,同济华城,121.4049427,31.16513498,,,
758,闵行,静安新城,天安豪园,121.3782312,31.16508669,,,
669,浦东,杨思前滩,思浦小区,121.500159,31.16491,,,
2674,闵行,古美,同济融创玫瑰公馆,121.402679,31.16481686,,,
299,浦东,杨思前滩,恒大华城天地苑,121.4916339,31.16481037,,,
2205,闵行,静安新城,静安新城四区,121.3897759,31.16477762,,,
346,浦东,杨思前滩,香樟苑北苑（海阳路1065弄）,121.512535,31.16475645,,,
336,闵行,七宝,万科城市花园,121.349558,31.16474486,,,
1914,闵行,静安新城,宏明雅舍,121.3760263,31.16474363,,,
2238,徐汇,龙华,龙南七村,121.4596232,31.16457144,,,
1846,闵行,七宝,汇宝公寓,121.3555211,31.16452962,,,
840,闵行,七宝,金泰公寓,121.366135,31.16445324,,,
2559,浦东,杨思前滩,恒大华城东林苑,121.494395,31.16437175,,,
1358,青浦,赵巷,崧泽华城逸泰雅苑（二期）,121.1666064,31.16429287,,,
522,闵行,静安新城,静安新城十二区,121.3854243,31.16424869,,,
938,浦东,杨思前滩,新里城和合苑,121.533056,31.16417136,,,
691,青浦,夏阳,新城逸境园,121.1400502,31.16409635,,,
3052,嘉定,嘉定新城,尚品,121.1277198,31.16388607,,,
1645,浦东,杨思前滩,南杨小区北区,121.4983727,31.16376564,,,
2375,青浦,夏阳,怡田小区,121.126616,31.16369287,,,
1587,闵行,七宝,万科优诗美地,121.3444077,31.16366622,,,
136,青浦,夏阳,新锦港花园,121.124281,31.16355088,,,
1819,浦东,杨思前滩,恒大一村,121.50123,31.16350183,,,
2764,闵行,静安新城,静安新城二区,121.3903064,31.16348081,,,
2006,青浦,徐泾,虹桥正荣府,121.288664,31.163457,,,
1236,徐汇,康健,健安坊,121.430442,31.16338541,,,
2256,徐汇,康健,长海坊,121.4254817,31.16329734,,,
3140,徐汇,康健,长兴坊,121.4215772,31.1630601,,,
2513,浦东,杨思前滩,东旺名苑,121.509392,31.163054,,,
1486,青浦,赵巷,合生御廷园(别墅),121.2011352,31.16300595,,,
705,青浦,赵巷,合生御廷园(公寓),121.2011352,31.16300595,,,
761,徐汇,康健,长虹坊,121.4234436,31.16270969,,,
2539,浦东,御桥,御桥花园,121.5756517,31.16253587,,,
2084,徐汇,植物园,东泉小区,121.4516199,31.1623765,,,
2675,徐汇,龙华,龙南六村,121.4593739,31.1623585,,,
1952,浦东,杨思前滩,三杨新村二街坊,121.4948446,31.16231408,,,
2338,松江,九亭,依云郡(公寓),121.316336,31.16227886,,,
1170,闵行,七宝,蒲汇新村,121.3640813,31.16213579,,,
2507,松江,九亭,金丰蓝庭,121.31857,31.16212999,,,
1244,青浦,赵巷,崧泽华城逸泰雅苑,121.1673868,31.16200376,,,
974,青浦,徐泾,圣堡别墅,121.2827339,31.16187313,,,
1085,浦东,杨思前滩,南杨小区南区,121.498738,31.16186687,,,
933,浦东,御桥,民康苑,121.5737123,31.16181758,,,
125,青浦,徐泾,金地天御,121.2781662,31.16180515,,,
2940,徐汇,康健,杜鹃园,121.419365,31.16146083,,,
1616,徐汇,龙华,龙南五村,121.460453,31.16142792,,,
2840,徐汇,康健,长顺坊,121.4256344,31.16140884,,,
444,闵行,七宝,三佳花苑,121.3677256,31.16137191,,,
148,浦东,三林,浦发绿城浦三路2801弄,121.5447828,31.16136635,,,
2656,浦东,御桥,锦绣华都,121.5878777,31.16119956,,,
472,浦东,杨思前滩,金苹果花园,121.5063697,31.16102706,,,
1082,浦东,杨思前滩,嘉宝前滩后院,121.518267,31.16093883,,,
77,闵行,古美,古美小区,121.405382,31.160827,,,
2981,闵行,七宝,九星家园,121.3720509,31.16067401,,,
467,浦东,杨思前滩,翰城国际,121.5165034,31.16062302,,,
344,徐汇,康健,长青坊,121.4240565,31.16047423,,,
39,闵行,七宝,佳宝新村,121.3510532,31.16027546,,,
1958,徐汇,康健,长丰坊,121.4221135,31.15992279,,,
908,浦东,三林,环球翡翠湾花园(公寓),121.539297,31.159803,,,
909,浦东,御桥,和合新村,121.5789133,31.15974596,,,
1635,闵行,七宝,牡丹新村,121.3545318,31.15957963,,,
14,青浦,夏阳,吉富绅花园,121.141777,31.15954456,,,
941,闵行,七宝,万科城花新园,121.341557,31.15953822,,,
1821,闵行,七宝,万兆家园(五期),121.3525849,31.15922418,,,
374,浦东,御桥,京浦小区,121.5739086,31.15921368,,,
1057,青浦,夏阳,界泾港新村,121.1284212,31.15916879,,,
597,徐汇,康健,花苑村紫竹园,121.4204637,31.15907601,,,
2510,浦东,杨思前滩,海阳新村,121.501486,31.158967,,,
1074,闵行,七宝,万科朗润园,121.3473773,31.1589402,,,
3001,青浦,赵巷,崧泽华城佳福雅苑（五区）,121.161208,31.158849,,,
1446,青浦,徐泾,观庭,121.283265,31.158794,,,
1110,徐汇,康健,寿山坊,121.4288981,31.15876803,,,
360,青浦,夏阳,中铁逸都,121.135381,31.15872388,,,
872,徐汇,徐汇滨江,滨江小区,121.4635603,31.15871847,,,
152,松江,九亭,知雅汇(公寓),121.323852,31.15840582,,,
1946,浦东,御桥,绿洲康城亲水湾(东区),121.5904557,31.15817074,,,
874,浦东,杨思前滩,纯翠苑,121.508828,31.158026,,,
1299,浦东,杨思前滩,合生时代锦苑(公寓),121.4963748,31.15795813,,,
1327,闵行,古美,平南三四村,121.3970422,31.15790714,,,
2534,浦东,杨思前滩,晶耀名邸二期,121.482472,31.15760986,,,
431,浦东,杨思前滩,上南路3827弄,121.5133764,31.15744129,,,
1910,松江,九亭,新虹桥首府(公寓),121.310295,31.15738983,,,
598,浦东,杨思前滩,晶耀名邸三期,121.4836851,31.15733382,,,
2164,浦东,三林,浦发博园(公寓),121.5413098,31.15732262,,,
819,松江,九亭,中大九里德(公寓),121.3130539,31.15713041,,,
2121,浦东,三林,金橘新苑（北区）,121.5311723,31.15698053,,,
1004,闵行,七宝,茂盛城市花园,121.368423,31.156909,,,
2605,闵行,古美,欧风花都,121.3920155,31.15690657,,,
2116,浦东,杨思前滩,晶耀名邸,121.482649,31.156504,,,
2865,浦东,三林,明丰花园,121.5383449,31.15640281,,,
1457,徐汇,上海南站,东荡小区,121.4345003,31.15639956,,,
99,浦东,杨思前滩,上南翡翠苑,121.501787,31.15639384,,,
3057,浦东,杨思前滩,杨南新村,121.509749,31.15638287,,,
1264,闵行,古美,蔚蓝城市花园,121.4116814,31.15614809,,,
2236,闵行,七宝,水景书香园,121.370686,31.1561161,,,
2102,浦东,杨思前滩,三湘印象名邸,121.4749549,31.15610166,,,
596,浦东,杨思前滩,上南路3848弄,121.511836,31.15607524,,,
339,浦东,杨思前滩,浦江海德,121.476855,31.15603189,,,
1683,松江,九亭,朗庭上郡苑(公寓),121.300662,31.15601884,,,
66,浦东,杨思前滩,东方悦耀,121.489424,31.15600988,,,
354,浦东,杨思前滩,前滩东方逸品,121.4878784,31.15598546,,,
1211,松江,九亭,九城湖滨国际,121.3253615,31.15572897,,,
1886,浦东,杨思前滩,海悦华庭,121.486539,31.15572588,,,
2796,浦东,三林,金禾新苑,121.534859,31.155498,,,
1111,青浦,赵巷,青湖轩,121.1538542,31.15542351,,,
2689,浦东,御桥,建华铂中环,121.571422,31.15537273,,,
1539,浦东,御桥,绿洲康城亲水湾(中央区),121.5858751,31.15527323,,,
2561,闵行,古美,万源城御璄,121.3980404,31.15463515,,,
2983,闵行,七宝,万兆家园(一期),121.357699,31.15462387,,,
189,浦东,杨思前滩,江悦名庭,121.4865048,31.1545915,,,
694,青浦,朱家角,东方庭院(别墅),121.1192771,31.15446518,,,
322,闵行,七宝,宝仪花苑,121.3710931,31.15437054,,,
325,浦东,杨思前滩,尚峰名邸,121.476367,31.15432589,,,
2207,徐汇,康健,花苑村桂花园,121.4227428,31.15418265,,,
1162,徐汇,上海南站,金塘小区,121.431074,31.15416789,,,
1779,徐汇,上海南站,老沪闵路439弄,121.4338136,31.15400372,,,
657,青浦,夏阳,城东新村一村,121.130137,31.15391317,,,
2666,闵行,七宝,黎明花园,121.3544011,31.15382146,,,
207,松江,九亭,奥林匹克花园,121.333513,31.15372589,,,
2963,浦东,御桥,东方御水湾,121.5771487,31.15370557,,,
2223,松江,九亭,英伦风尚,121.3118406,31.15353066,,,
3099,徐汇,上海南站,汇京佳丽园,121.4363672,31.15350146,,,
1015,浦东,三林,浦发御园,121.5408874,31.15334354,,,
2956,徐汇,上海南站,汇成一村,121.4385159,31.15328938,,,
992,闵行,古美,蓝色港湾(公寓),121.3929331,31.15320215,,,
2886,松江,九亭,绿庭尚城,121.3184214,31.15290633,,,
2555,闵行,七宝,学院新村,121.36986,31.15286213,,,
359,青浦,夏阳,梦丹苑,121.1388501,31.15256461,,,
1758,徐汇,上海南站,汇成二村,121.4414778,31.15253648,,,
2421,松江,九亭,贝尚湾(公寓),121.3263506,31.15241627,,,
2351,闵行,古美,望族新城,121.4093149,31.15224691,,,
1938,徐汇,康健,花苑村丁香园,121.420904,31.152118,,,
1505,青浦,夏阳,章浜新村,121.12633,31.15174796,,,
2856,浦东,三林,凌兆新村(上浦路201弄),121.499879,31.15171582,,,
882,闵行,七宝,园艺新村,121.3631712,31.15168623,,,
2016,青浦,盈浦,五浦汇B区崧子苑,121.091073,31.15164598,,,
3028,闵行,古美,万源城御溪(别墅),121.3988689,31.1515501,,,
46,徐汇,上海南站,楼园小区,121.4377568,31.15153465,,,
2498,闵行,古美,平吉一村,121.3908336,31.15131824,,,
2253,徐汇,植物园,百龙小区,121.4563415,31.15121247,,,
2621,浦东,三林,浦发绿城永泰路2080弄,121.5496755,31.15107618,,,
2531,闵行,七宝,东方花园二期,121.3704118,31.15097999,,,
1357,浦东,三林,凌沛苑,121.490311,31.140425,,,
1638,浦东,三林,鑫筠明苑,121.565158,31.143682,,,
619,浦东,三林,金光小区,121.5194877,31.15086425,,,
1007,闵行,七宝,广海花园,121.3608561,31.15086356,,,
1341,浦东,三林,凌兆新村(上浦路202弄),121.499526,31.150643,,,
1475,青浦,赵巷,泰禾红桥,121.157749,31.150419,,,
482,徐汇,上海南站,汇成三村,121.4403432,31.15034289,,,
2360,静安,大宁,谈家桥路80弄,121.1175259,31.15008916,,,
950,青浦,赵巷,恒联名人世家,121.2250814,31.15002009,,,
2869,闵行,古美,古美七村,121.4150262,31.15000665,,,
2894,浦东,三林,三林苑（一期）,121.52914,31.149955,,,
2208,闵行,七宝,华宝花园,121.3618899,31.14988388,,,
1528,闵行,古美,万源城尚郡,121.4042161,31.14984061,,,
2704,浦东,三林,凌兆新村(凌兆路586弄),121.508339,31.14980584,,,
1172,青浦,夏阳,蓬莱山庄,121.1362029,31.14958749,,,
703,青浦,盈浦,五浦汇盛青雅苑,121.0959683,31.14936645,,,
634,徐汇,上海南站,汇成四村,121.4430239,31.14928772,,,
812,浦东,三林,涵清苑,121.4928083,31.14927165,,,
1840,松江,九亭,上海源花城,121.3091836,31.14913713,,,
1573,浦东,三林,凌兆新村(上浦路36弄),121.497078,31.149133,,,
2082,闵行,古美,平吉二村,121.3877324,31.14904898,,,
2497,浦东,三林,三林苑（二期）,121.5311295,31.14892489,,,
402,浦东,三林,凌兆新村(凌兆路726弄),121.5057249,31.14891261,,,
2423,浦东,三林,古银杏苑,121.535848,31.148795,,,
1301,浦东,三林,杉林新月环林东路799弄,121.538785,31.148738,,,
2969,浦东,三林,凌兆新村(凌兆路285弄),121.5043447,31.14835605,,,
1684,浦东,三林,上南路4362弄,121.5170481,31.14824706,,,
2920,浦东,三林,浦发绿城西泰林路850弄,121.546246,31.147883,,,
855,浦东,三林,翠竹苑,121.525885,31.147864,,,
568,浦东,三林,银杏苑(三林),121.53204,31.14770683,,,
216,青浦,盈浦,御澜湾,121.1043285,31.14766642,,,
3022,松江,九亭,九亭中心,121.3238082,31.14757015,,,
2812,浦东,康桥,东康名苑,121.6323826,31.1475574,,,
16,徐汇,华泾,中海瀛台,121.4594374,31.14733558,,,
2147,浦东,康桥,仁怡苑,121.6294787,31.14727871,,,
2374,闵行,古美,古美四村,121.4096215,31.14722949,,,
755,徐汇,植物园,园南新村,121.446097,31.14705387,,,
191,浦东,三林,棕榈苑,121.534194,31.146878,,,
1516,青浦,赵巷,臻水岸苑,121.232707,31.146873,,,
2429,浦东,三林,杉林新月环林东路875弄,121.536737,31.14676019,,,
1105,徐汇,上海南站,光华园,121.4389274,31.14658147,,,
579,青浦,赵巷,秀涓路46弄,121.162964,31.14653465,,,
905,徐汇,植物园,华滨家园,121.4564963,31.14627867,,,
26,青浦,赵巷,崧泽华城华中苑,121.160898,31.14622899,,,
578,青浦,盈浦,北极星广场,121.099167,31.14619283,,,
2709,浦东,三林,品华苑,121.528469,31.146176,,,
1034,徐汇,华东理工,化工一四村,121.428532,31.14614585,,,
459,徐汇,植物园,中恒苑,121.4541887,31.14610371,,,
2646,浦东,三林,三林安居苑,121.5075409,31.14567237,,,
219,浦东,三林,杉林新月环林东路879弄,121.536099,31.14565,,,
1970,徐汇,华东理工,嘉川公寓,121.435955,31.14550416,,,
1578,青浦,赵巷,泷湾苑,121.2128753,31.14545,,,
159,闵行,七宝,莲浦府邸(公寓),121.3720287,31.14531494,,,
1553,青浦,盈浦,东渡青筑,121.098895,31.145046,,,
1654,青浦,赵巷,崧泽华城昱翠雅苑,121.167514,31.145035,,,
1752,青浦,赵巷,崧泽华城和瑞西苑,121.16353,31.14497389,,,
2697,闵行,七宝,富丽公寓(西区),121.3658967,31.1449623,,,
1487,闵行,古美,古美八村,121.4085319,31.14472184,,,
1858,闵行,七宝,摩登堂,121.3604395,31.14439408,,,
1321,闵行,七宝,皇都花园三期,121.3734821,31.14420307,,,
768,浦东,三林,凌虹苑,121.4956105,31.14407898,,,
2118,闵行,七宝,白雪公主,121.3628679,31.14396826,,,
617,徐汇,长桥,长桥一村,121.4442126,31.1439569,,,
215,浦东,三林,凌霄苑,121.5317596,31.14385239,,,
1072,浦东,康桥,绿地康桥新苑,121.5690284,31.14383969,,,
1080,浦东,三林,永泰花苑,121.5240022,31.14369064,,,
1834,松江,九亭,上海青年城,121.3258509,31.1433417,,,
1290,徐汇,植物园,华沁家园,121.4572091,31.1432574,,,
1045,青浦,赵巷,融信铂湾,121.2415539,31.14310418,,,
2015,徐汇,长桥,长桥二村,121.4474705,31.14306276,,,
1715,闵行,七宝,碧林湾新苑,121.3566427,31.14296309,,,
582,闵行,七宝,碧林湾新苑(华友路),121.3566427,31.14296309,,,
1424,浦东,三林,三林新村(永泰路133弄),121.5098388,31.14289231,,,
1229,徐汇,华东理工,梅陇四村,121.4277736,31.14278243,,,
2431,浦东,康桥,中邦城市,121.57912,31.142411,,,
2857,浦东,康桥,汤巷雅苑,121.6124077,31.14205511,,,
2101,青浦,盈浦,大发融悦,121.092912,31.14198,,,
1571,青浦,赵巷,绿地国际山庄,121.2373653,31.14189617,,,
985,闵行,古美,江南星城(二期),121.3917029,31.14188859,,,
968,浦东,康桥,秀怡苑,121.610726,31.141885,,,
936,青浦,盈浦,首创禧悦繁花里,121.0962343,31.14187569,,,
1464,青浦,盈浦,融信铂爵,121.085635,31.14184,,,
1567,闵行,古美,南方新村,121.406388,31.14181789,,,
823,青浦,盈浦,东渡悦来城,121.087861,31.14173189,,,
258,闵行,梅陇,世纪苑,121.4211938,31.14155502,,,
1281,松江,九亭,青春驿站,121.3237935,31.14142985,,,
2192,闵行,古美,平阳一村,121.3893767,31.14140667,,,
2332,徐汇,华东理工,凌云壹街坊,121.432492,31.14109882,,,
516,闵行,莘庄,银星小区,121.3795063,31.14096399,,,
171,闵行,梅陇,梅陇二村,121.4170555,31.14070475,,,
1040,浦东,三林,凌东苑,121.496235,31.14060847,,,
1003,闵行,莘庄,当代艺墅,121.3827372,31.14060314,,,
2319,闵行,七宝,富丽公寓(东区),121.3711592,31.14060252,,,
2487,徐汇,植物园,罗秀三村,121.4530178,31.1405421,,,
1352,青浦,盈浦,中南君悦府,121.083778,31.140487,,,
2471,青浦,赵巷,绿地海珀风华(别墅),121.2415141,31.14043801,,,
1376,闵行,古美,平阳三街坊,121.3921557,31.14031755,,,
2633,闵行,莘庄,香树丽舍,121.4089639,31.14013457,,,
1916,徐汇,长桥,罗秀新村,121.452962,31.14006256,,,
1512,徐汇,长桥,长桥四村,121.446028,31.13993784,,,
1153,青浦,盈浦,青浦万达茂(住宅),121.0892771,31.13983569,,,
677,松江,九亭,美丽星城,121.33402,31.13954083,,,
2557,闵行,古美,平阳新村四街坊,121.3967875,31.13951695,,,
3187,松江,佘山,余北家园莘泽苑,121.222898,31.13949787,,,
1036,闵行,古美,古美西路420弄,121.4008389,31.13939023,,,
852,青浦,盈浦,首创禧悦芳菲,121.084648,31.13937083,,,
421,松江,九亭,嘉和阳光城,121.3221949,31.13930121,,,
356,青浦,赵巷,龙湖滟澜山(别墅),121.233651,31.1390568,,,
1547,青浦,赵巷,龙湖滟澜山(公寓),121.233651,31.1390568,,,
3123,闵行,古美,平阳三村,121.3927751,31.13901631,,,
982,松江,泗泾,9号公馆,121.3240823,31.13872817,,,
2868,徐汇,华东理工,梅陇十一村,121.433632,31.13872183,,,
1319,徐汇,华东理工,梅陇六村,121.4260039,31.13860986,,,
3178,松江,九亭,上海诗林(公寓),121.346587,31.13836986,,,
989,闵行,古美,春江锦庐,121.3925264,31.13781389,,,
547,松江,九亭,象屿名城,121.32281,31.13769527,,,
277,徐汇,华东理工,舒乐公寓,121.4414721,31.13758246,,,
2436,青浦,盈浦,首创禧悦(一期),121.085257,31.137564,,,
2720,松江,九亭,象屿虹桥悦府,121.324811,31.13733982,,,
1827,闵行,莘庄,黎安三村,121.3807319,31.13713726,,,
1404,徐汇,华东理工,舒乐小区,121.4409831,31.13689944,,,
1634,闵行,梅陇,紫藤二村,121.4176137,31.13689442,,,
2010,浦东,康桥,绿宝园,121.57028,31.136825,,,
2625,徐汇,华东理工,梅陇九村,121.4291585,31.13674304,,,
3173,徐汇,华东理工,梅陇十村,121.431191,31.13622585,,,
865,青浦,赵巷,凯迪澳澜湾,121.2352775,31.13622462,,,
91,浦东,康桥,康桥半岛,121.5862999,31.13578277,,,
899,闵行,古美,鸿发家园,121.3918259,31.13575088,,,
2945,松江,九亭,海德公寓,121.341108,31.13567288,,,
3081,浦东,三林,中海御景熙岸(公寓),121.536112,31.13549987,,,
1714,闵行,梅陇,中梅苑,121.4213633,31.13548758,,,
1647,松江,佘山,佘北家园紫鹃苑,121.220252,31.13491289,,,
2181,松江,佘山,恒大佘山首府,121.2259683,31.13488615,,,
715,闵行,古美,东方御花园,121.3944935,31.13480617,,,
229,徐汇,华泾,馨宁公寓,121.4540578,31.13474675,,,
1433,闵行,梅陇,望族苑,121.4146356,31.13457675,,,
1355,徐汇,华泾,华发小区,121.4588351,31.13442428,,,
316,闵行,古美,春意苑,121.3924706,31.13403358,,,
396,松江,佘山,佘北家园康桂苑,121.217757,31.13381188,,,
1246,浦东,三林,城林雅苑,121.514616,31.13369,,,
2003,浦东,三林,汇德锦苑,121.5380416,31.13352967,,,
2560,松江,九亭,复地九月2期,121.3262927,31.13345649,,,
2836,松江,佘山,佘北家园竹青苑,121.218862,31.13327396,,,
3037,松江,佘山,国贸天悦,121.227738,31.13317551,,,
2814,浦东,周浦,海富城市花园四期,121.5761152,31.1330079,,,
2535,浦东,康桥,海尚康庭,121.6060768,31.13284554,,,
3050,闵行,古美,莲浦花苑,121.4016447,31.13274609,,,
2774,松江,佘山,国贸天悦云庭,121.2278882,31.13243312,,,
2838,青浦,赵巷,金地佘山天境(公寓),121.231781,31.13215,,,
641,青浦,赵巷,万科有山,121.238077,31.13168987,,,
1147,松江,泗泾,万业梦立方,121.2635037,31.13166692,,,
2166,青浦,夏阳,城东新村（三区）,121.0994009,31.13132017,,,
948,松江,泗泾,金地自在城(二期),121.2576207,31.13118362,,,
3118,闵行,古美,莘光苑,121.3965586,31.13111407,,,
1432,松江,九亭,枫桥丽舍,121.3283822,31.13098888,,,
493,闵行,古美,新梅花苑,121.3936624,31.13097969,,,
150,浦东,三林,瑞康苑,121.5158053,31.13081076,,,
592,松江,九亭,象屿都城,121.341128,31.13080187,,,
3116,闵行,莘庄,大虹桥国际,121.3670442,31.1301209,,,
1605,青浦,朱家角,恒大御澜庭二期,121.028928,31.13008589,,,
2113,闵行,梅陇,朱莘苑,121.4319804,31.12956155,,,
1255,松江,九亭,三盛颐景园(住宅),121.346695,31.12944888,,,
942,松江,泗泾,融创壹号公馆,121.2659716,31.12937809,,,
1050,闵行,梅陇,盛源花园,121.411969,31.12928234,,,
1343,闵行,梅陇,罗阳一村,121.417717,31.12927585,,,
496,松江,泗泾,泗水和鸣,121.26823,31.12925584,,,
1591,青浦,朱家角,金地水悦堂,121.0476384,31.12913544,,,
958,闵行,梅陇,罗阳三村,121.4144581,31.12903234,,,
107,徐汇,华泾,东湾小区,121.4653452,31.12903211,,,
3034,浦东,惠南,锦绣汇丽苑,121.5947638,31.12887114,,,
2565,松江,佘山,佘北家园茗雅苑,121.220609,31.12871689,,,
1733,闵行,古美,新梅公寓一期,121.3959874,31.12868165,,,
2839,浦东,三林,依水园一期,121.5166569,31.12854262,,,
876,松江,九亭,鑫山汇众苑,121.3413599,31.12840507,,,
2286,青浦,朱家角,海上湾鹭居,121.0346691,31.1279342,,,
3003,浦东,三林,依水园二期,121.5149992,31.12774811,,,
2714,闵行,梅陇,罗阳七村(华宝小区),121.4072203,31.12769076,,,
1699,闵行,莘庄,小富人家,121.376687,31.12743775,,,
1095,青浦,朱家角,翠苑别墅(东区),121.0488144,31.12731209,,,
780,闵行,梅陇,上海阳城,121.4053529,31.12685126,,,
2538,闵行,梅陇,朱行三村,121.4267877,31.12679237,,,
2288,闵行,梅陇,罗阳二村,121.4184679,31.12657429,,,
1622,徐汇,华泾,华泾四村,121.454281,31.12657297,,,
2660,青浦,朱家角,翠苑(西区),121.0460386,31.12653928,,,
932,闵行,梅陇,罗阳四村,121.4158269,31.12645744,,,
574,闵行,梅陇,未名园,121.410484,31.12635388,,,
113,松江,泗泾,钰丰商都,121.2931142,31.12588486,,,
2088,闵行,莘庄,富林苑(三期),121.372018,31.12587558,,,
173,徐汇,华泾,华欣家园,121.4673952,31.12581492,,,
2737,青浦,朱家角,海上湾闻涧,121.028689,31.12576986,,,
2824,闵行,莘庄,东苑新天地,121.3763183,31.12496411,,,
1099,闵行,莘庄,东苑新天地公寓,121.3763183,31.12496411,,,
2292,徐汇,华泾,漓江花园三期,121.4595277,31.12459401,,,
1431,闵行,莘庄,林水美地苑,121.3652826,31.12445977,,,
2810,浦东,康桥,绿地柏澜晶舍,121.6062701,31.12400387,,,
334,浦东,康桥,中骏柏景湾,121.5525091,31.12378021,,,
504,闵行,春申,普乐三村,121.4329971,31.12376823,,,
1414,青浦,朱家角,中骏御景台,121.0443153,31.12314718,,,
2820,松江,佘山,佘北家园木槿苑,121.2145255,31.12287197,,,
1875,松江,泗泾,绿地云天坊,121.2644219,31.12276274,,,
1200,闵行,莘庄,水清三村,121.3847701,31.12247905,,,
2918,徐汇,华泾,沙家浜小区,121.468848,31.122473,,,
831,闵行,莘庄,莘城苑,121.3669485,31.12235826,,,
2782,闵行,浦江,一品漫城二期（公寓）,121.500921,31.12212184,,,
911,浦东,周浦,印象春城,121.596303,31.122068,,,
121,闵行,莘庄,水清二村,121.3885891,31.12203938,,,
2793,闵行,春申,薇馨家园,121.4384962,31.12197176,,,
605,松江,泗泾,新凯城丁香苑,121.252515,31.12166887,,,
