,行政区,街区,小区,经度,纬度
293,虹口,曲阳,巴林苑,121.5008507,31.2938742
2114,虹口,北外滩,前进小区,121.500852,31.25861807
2782,闵行,浦江,一品漫城二期（公寓）,121.500921,31.12212184
1176,宝山,高境,逸仙二村,121.5010221,31.32287703
1819,浦东,杨思前滩,恒大一村,121.50123,31.16350183
2778,浦东,杨思前滩,三林世博家园(东书房路560弄),121.5012956,31.16664481
1292,浦东,世博,德州一村,121.501362,31.17535895
2610,黄浦,蓬莱公园,瞿溪路115-131号,121.5016018,31.21270523
766,黄浦,蓬莱公园,东物公寓,121.5016219,31.21437528
1523,虹口,曲阳,祥东小区(虹口),121.50165,31.27891488
2617,宝山,淞宝,宝林八村,121.501729,31.41272992
788,虹口,临平路,临平路256弄,121.5017545,31.26788241
99,浦东,杨思前滩,上南翡翠苑,121.501787,31.15639384
1588,虹口,临平路,虹口现代公寓,121.5018085,31.26696638
483,虹口,曲阳,巴林路60弄,121.5019352,31.29450407
857,黄浦,蓬莱公园,东元坊,121.502164,31.21367623
463,虹口,曲阳,玉田新村,121.5022262,31.28282089
2955,虹口,临平路,临平路250弄,121.5022448,31.2678328
1748,黄浦,蓬莱公园,徽宁路4-10号,121.5022982,31.21723622
307,宝山,淞宝,宝钢三村,121.5024084,31.39881292
1573,浦东,三林,凌兆新村(上浦路36弄),121.5024849,31.15158162
743,虹口,曲阳,运光小区,121.502487,31.29568891
683,黄浦,蓬莱公园,普育东路24-36号,121.5025493,31.21690531
1130,虹口,临平路,瑞虹新城(一期),121.5026103,31.26901642
2658,奉贤,南桥,金海壹品,121.5026147,30.9227912
2619,杨浦,新江湾城,泰宝华庭(公寓),121.502901,31.33639286
228,黄浦,蓬莱公园,海潮公寓,121.503072,31.21646183
2850,浦东,世博,上南四村,121.503267,31.17865293
1629,黄浦,蓬莱公园,海潮新村,121.5033264,31.21548191
2183,宝山,淞宝,宝林六村,121.503347,31.40746251
1360,虹口,曲阳,密云路250弄,121.5035575,31.27965226
378,虹口,临平路,瑞虹新城璟庭,121.5036746,31.27066934
1610,虹口,曲阳,蒋家桥小区,121.5036895,31.28082462
1344,宝山,淞宝,宝山九村,121.5038151,31.40394691
1366,虹口,临平路,安得公寓,121.5039248,31.2764285
60,浦东,张江,建中路171弄,121.5039573,31.39387693
2861,虹口,临平路,香港丽园,121.5039861,31.26349332
1439,杨浦,新江湾城,三湘七星府邸,121.5039923,31.32509634
190,浦东,世博,济阳一村,121.5040096,31.16080549
2924,黄浦,蓬莱公园,仁宝公寓,121.5040407,31.21473191
2153,浦东,杨思前滩,杨思路502弄,121.5041558,31.16834936
2696,黄浦,黄浦滨江,通达大厦,121.504228,31.22248389
175,浦东,世博,上南三村,121.5042283,31.18017274
2278,虹口,临平路,瑞虹新城铭庭,121.5043446,31.26817325
2969,浦东,三林,凌兆新村(凌兆路285弄),121.5043447,31.14835605
3070,杨浦,鞍山,赤峰路91-93号,121.5043719,31.28679332
863,虹口,曲阳,大连西路29号,121.5045079,31.28185378
1470,虹口,曲阳,大连西路27号,121.5046473,31.28184437
1877,浦东,世博,上南九村,121.5047758,31.17639398
429,黄浦,蓬莱公园,中福浦江汇,121.504837,31.21527785
1286,黄浦,董家渡,阳光翠竹苑,121.5049417,31.2188909
2122,浦东,世博,上南二村,121.505045,31.18221186
2749,虹口,北外滩,阳光前景,121.5052329,31.22547212
2677,宝山,淞宝,淞滨路77弄,121.505236,31.38071924
1627,黄浦,蓬莱公园,中福花苑,121.5054383,31.21630248
1867,浦东,世博,洪高小区,121.5054673,31.18132102
785,虹口,临平路,金轩大邸,121.5055497,31.27650728
312,黄浦,黄浦滨江,共和园小区,121.5056394,31.22884647
402,浦东,三林,凌兆新村(凌兆路726弄),121.5057362,31.14891825
1394,虹口,临平路,瑞虹新城二期(优贤生活),121.5059793,31.26703722
1789,虹口,临平路,瑞虹新城悦庭,121.5061673,31.27214776
1535,黄浦,董家渡,长峰馨园,121.5062617,31.21859752
2028,虹口,曲阳,花江公寓,121.5062621,31.29825866
472,浦东,杨思前滩,金苹果花园,121.5063697,31.16102706
1749,浦东,杨思前滩,申江豪城,121.506407,31.16982863
3016,宝山,淞宝,海滨八村,121.5065197,31.38837531
1813,虹口,临平路,远虹大厦,121.5065467,31.26297181
1188,虹口,曲阳,松花小区,121.5067207,31.29573835
966,浦东,世博,上南六村,121.5069552,31.18213478
2761,虹口,临平路,虹口典范,121.5070825,31.27773763
1417,闵行,浦江,保利锦上,121.507279,31.09126983
2578,黄浦,黄浦滨江,福鑫大楼,121.5074685,31.22538473
3159,虹口,临平路,瑞虹新城(三期),121.5074853,31.2720581
2646,浦东,三林,三林安居苑,121.5074917,31.14588493
3149,虹口,临平路,仪表大楼,121.5075067,31.27961939
1187,虹口,临平路,瑞虹新城怡庭,121.5075384,31.26990975
314,浦东,世博,恒大小区,121.5079409,31.16461447
1237,浦东,世博,恒大星级公寓,121.5079409,31.16461447
103,虹口,凉城,文华苑(虹口),121.5081701,31.29520268
538,浦东,世博,上南七村,121.5081989,31.18065933
3008,闵行,浦江,浦江颐城晶寓,121.508274,31.1073212
2704,浦东,三林,凌兆新村(凌兆路586弄),121.508339,31.14980584
2670,杨浦,五角场,政立路545弄,121.508903,31.31388716
1015,浦东,三林,浦发御园,121.5090972,31.15089709
1357,浦东,三林,凌沛苑,121.5090972,31.15089709
1638,浦东,三林,鑫筠明苑,121.5090972,31.15089709
2796,浦东,三林,金禾新苑,121.5090972,31.15089709
2729,虹口,北外滩,中虹明珠苑,121.509139,31.26230986
1436,黄浦,黄浦滨江,金外滩花园,121.5093396,31.21164837
2900,黄浦,黄浦滨江,滨江名人苑,121.5093396,31.21164837
117,浦东,世博,上南一村,121.5093503,31.1763281
130,浦东,世博,上南十村,121.5093503,31.1763281
816,嘉定,嘉定新城,新城金郡,121.5096549,30.92372344
1929,黄浦,黄浦滨江,华润外滩九里,121.5096681,31.22471788
3057,浦东,杨思前滩,杨南新村,121.509749,31.15638287
2513,浦东,杨思前滩,东旺名苑,121.510037,31.16257643
440,黄浦,黄浦滨江,海琪园,121.51022,31.22550779
2653,奉贤,奉贤金汇,龙湖春江天越,121.510337,30.96270984
2601,杨浦,鞍山,鞍山五村,121.5107831,31.28323219
345,虹口,北外滩,新外滩花苑,121.5107933,31.25554863
1398,虹口,临平路,虹叶茗园,121.5108123,31.26779869
2537,虹口,临平路,申工公寓,121.51089,31.26965688
2771,黄浦,黄浦滨江,绿城黄浦湾,121.5108985,31.22287639
1908,浦东,唐镇,恒生万鹂商业广场,121.5109434,31.2461977
2911,浦东,杨思前滩,东方悦居,121.5110362,31.17069648
2133,虹口,临平路,飞虹路381号,121.5110852,31.26924367
427,浦东,世博,上南十二村,121.5112181,31.17536652
501,黄浦,黄浦滨江,绿地海珀外滩,121.5112982,31.21944578
1992,杨浦,鞍山,鞍山六村,121.511445,31.28114597
2330,杨浦,新江湾城,保辉香景园,121.5115626,31.3326016
2752,虹口,北外滩,马厂路65弄,121.5115865,31.2697467
1798,杨浦,新江湾城,三湘未来海岸,121.5115944,31.32207914
2846,宝山,淞宝,海江新村,121.5116684,31.39441543
2504,虹口,临平路,大连小区,121.5117801,31.27280865
596,浦东,杨思前滩,上南路3848弄,121.511836,31.15607524
2580,杨浦,五角场,国定路555弄,121.5121759,31.30880405
1449,浦东,世博,云台一小区,121.5122566,31.18096233
1258,奉贤,南桥,光语著,121.5123778,30.90417313
1562,浦东,陆家嘴,盛大金磐,121.5123997,31.23742693
513,杨浦,鞍山,公交新村,121.5125324,31.28275007
346,浦东,杨思前滩,香樟苑北苑（海阳路1065弄）,121.512535,31.16475645
1574,奉贤,奉贤金汇,齐贤雅苑,121.513163,30.96631387
2050,浦东,南码头,港机新村,121.5131903,31.1959069
411,杨浦,五角场,财大小区,121.5132419,31.31119092
431,浦东,杨思前滩,上南路3827弄,121.5133764,31.15744129
416,浦东,世博,上钢十村,121.5135456,31.1708546
616,浦东,世博,东盛公寓,121.5135456,31.1708546
862,浦东,世博,上南五村,121.5135456,31.1708546
1368,浦东,世博,凯德嘉博名邸,121.5135456,31.1708546
1467,浦东,世博,济阳三村,121.5135456,31.1708546
1667,浦东,世博,上钢三村,121.5135456,31.1708546
1934,浦东,世博,上钢八九村,121.5135456,31.1708546
1936,浦东,世博,联城花苑,121.5135456,31.1708546
2225,浦东,世博,上南花城,121.5135456,31.1708546
2545,浦东,世博,上钢二村,121.5135456,31.1708546
2936,浦东,世博,齐八小区,121.5135456,31.1708546
3048,浦东,世博,东明苑,121.5135456,31.1708546
1668,浦东,金杨,仁和花苑,121.5140586,31.26058078
1706,杨浦,五角场,复旦教师公寓,121.5140598,31.30701991
2685,浦东,南码头,东三街30号,121.5143618,31.20670301
1568,杨浦,鞍山,鞍山四村第三小区,121.5144029,31.28119628
1134,杨浦,鞍山,鞍山四村第二小区,121.5145112,31.28362837
467,浦东,杨思前滩,翰城国际,121.5145319,31.16096185
2191,杨浦,五角场,政肃路45弄,121.5145544,31.30005149
1246,浦东,三林,城林雅苑,121.5146161,31.1336897
227,奉贤,奉贤金汇,朗诗未来街区,121.5147284,30.97586753
1741,奉贤,奉贤金汇,禹洲雍锦府,121.5149381,30.98340394
849,虹口,北外滩,安国大楼,121.514963,31.26323897
3003,浦东,三林,依水园二期,121.5149992,31.12774811
343,奉贤,海湾,绿地香颂(奉贤)(公寓),121.5150542,30.83116634
979,奉贤,海湾,绿地香颂(奉贤)(别墅),121.5150542,30.83116634
724,浦东,南码头,沂南路54弄,121.5152482,31.20381372
1691,虹口,北外滩,荣胜公寓,121.515504,31.2628779
394,杨浦,鞍山,控江小区,121.5157491,31.28212553
635,杨浦,鞍山,海上海新城(公寓),121.5157491,31.28212553
714,杨浦,鞍山,密云小区,121.5157491,31.28212553
1005,杨浦,鞍山,大连西路4弄,121.5157491,31.28212553
1101,杨浦,鞍山,鞍山路215弄,121.5157491,31.28212553
1302,杨浦,鞍山,恒阳花苑,121.5157491,31.28212553
1538,杨浦,鞍山,本溪路149弄,121.5157491,31.28212553
1814,杨浦,鞍山,海上国际,121.5157491,31.28212553
1842,杨浦,鞍山,鼎盛公寓,121.5157491,31.28212553
1885,杨浦,鞍山,同济新村,121.5157491,31.28212553
150,浦东,三林,瑞康苑,121.5158053,31.13081076
601,奉贤,奉贤金汇,金碧苑,121.5159902,30.96788534
1146,浦东,南码头,华丰新苑,121.5160107,31.19718765
462,杨浦,新江湾城,世纪江湾,121.5162919,31.34892913
2226,奉贤,海湾,海尚墅林苑,121.5164011,30.84391637
2839,浦东,三林,依水园一期,121.51641,31.12842493
2263,杨浦,鞍山,鞍山四村第一小区,121.5166083,31.28222859
1684,浦东,三林,上南路4362弄,121.5170481,31.14824706
2802,浦东,世博,紫竹华庭,121.5171531,31.18335247
1248,闵行,浦江,绿地峰尚汇,121.5173291,31.0856512
3153,浦东,塘桥,微山三村,121.5176692,31.21303469
2469,浦东,南码头,临沂二村,121.51768,31.20074194
1011,浦东,梅园,瑞苑公寓,121.5176921,31.24559845
2731,浦东,世博,新昌里公寓,121.517701,31.18151187
907,杨浦,鞍山,鞍山八村,121.5177145,31.28592754
1303,杨浦,五角场,建新小区,121.517869,31.30649888
1818,杨浦,五角场,国顺路310弄,121.5180442,31.29819699
2611,杨浦,鞍山,抚顺路363弄,121.5180633,31.28415933
1335,虹口,北外滩,鸿旭豪苑,121.5181466,31.2642336
3097,奉贤,奉贤金汇,清雅苑,121.518152,30.94775694
1082,浦东,杨思前滩,嘉宝前滩后院,121.518267,31.16093883
1223,奉贤,奉贤金汇,龙湖春江天玺,121.518322,30.97577488
906,浦东,陆家嘴,汤臣中心,121.518406,31.2307289
564,浦东,杨思前滩,尚东国际名园（二期）,121.5185592,31.16713549
1424,浦东,三林,三林新村(永泰路133弄),121.5187176,31.14230136
1070,奉贤,奉贤金汇,沿港河畔家园,121.5188764,30.96805959
2297,杨浦,鞍山,铁岭路10弄,121.5189392,31.28687911
2683,杨浦,五角场,林绿家园,121.5189793,31.29606705
2741,浦东,世博,齐七小区,121.5190324,31.18327763
901,杨浦,鞍山,鞍山三村,121.5194287,31.28394199
2726,杨浦,五角场,四平路2100弄,121.5194652,31.2991735
619,浦东,三林,金光小区,121.5194877,31.15086425
494,杨浦,中原,殷行一、二村,121.5195765,31.296835
3059,杨浦,周家嘴路,宝地东花园,121.519596,31.26828089
2883,杨浦,鞍山,彰武路120弄,121.519683,31.28899127
2130,浦东,梅园,浦江茗园,121.5196967,31.24673304
1203,浦东,陆家嘴,东园一村,121.5197236,31.23752233
1583,浦东,南码头,南码头路193弄,121.5197941,31.19359639
2665,浦东,南码头,天健浦荟大楼,121.5198488,31.19645009
2080,浦东,陆家嘴,兰园小区,121.5200029,31.23056293
1556,杨浦,鞍山,铁岭路90弄,121.5200458,31.2852963
732,浦东,陆家嘴,东园三村,121.5202451,31.23624028
2139,杨浦,鞍山,凤凰大楼,121.5203619,31.28109837
2623,杨浦,五角场,国顺路300弄,121.5204499,31.29646518
848,浦东,陆家嘴,世茂滨江花园,121.5204689,31.22828401
711,虹口,北外滩,惠民路258号,121.5207247,31.26015132
869,奉贤,奉贤金汇,禹洲雍贤府,121.5212466,30.9803399
1659,杨浦,新江湾城,中建大公馆,121.5214392,31.33643689
2847,浦东,陆家嘴,滨江大楼,121.5215903,31.22268192
1295,杨浦,新江湾城,合生江湾国际公寓,121.5216047,31.34377622
114,杨浦,五角场,益华小区,121.5222045,31.29207057
1097,浦东,陆家嘴,天后宫大楼,121.5227443,31.23244989
2167,浦东,陆家嘴,久阳滨江公寓,121.5230301,31.23961624
1044,杨浦,鞍山,双辽支路70弄,121.5231635,31.27743078
497,杨浦,五角场,北茶园,121.5234905,31.29839354
2831,杨浦,五角场,政旦东路30弄,121.523622,31.30744152
280,杨浦,五角场,市益大楼,121.5238941,31.29383216
1083,奉贤,奉贤金汇,天和前滩时代,121.523942,30.97534188
1080,浦东,三林,永泰花苑,121.5240022,31.14369064
1297,浦东,梅园,崂山六村,121.524028,31.2442509
1731,杨浦,五角场,南茶园,121.5247185,31.29656207
2464,杨浦,五角场,财富公寓,121.5247662,31.30799972
1925,浦东,南码头,临沂大楼,121.5249639,31.20225846
1151,杨浦,控江路,凤城一村,121.5251019,31.28233097
1713,浦东,梅园,荣成路41弄,121.5251059,31.24733082
1413,浦东,潍坊,中企16号公馆,121.5252989,31.22924921
185,杨浦,新江湾城,新江湾城雍景苑,121.5254993,31.32373999
620,杨浦,新江湾城,新江湾时代花园,121.5254993,31.32373999
1962,杨浦,新江湾城,祥生御江湾(公寓),121.5254993,31.32373999
2090,杨浦,新江湾城,新江湾戎德苑,121.5254993,31.32373999
1772,杨浦,东外滩,翡丽甲第,121.5255436,31.26436656
1666,浦东,潍坊,潍坊二村,121.5256709,31.22526847
326,杨浦,东外滩,首创天阅滨江,121.5256786,31.26217998
1275,杨浦,周家嘴路,汽车公寓小区,121.5257131,31.27953537
2089,浦东,梅园,崂山新村,121.5260812,31.24418614
395,浦东,潍坊,潍坊三村,121.5260922,31.22930047
1762,奉贤,奉贤金汇,白沙东苑,121.526105,30.94676732
855,浦东,三林,翠竹苑,121.5261184,31.14785502
1113,杨浦,黄兴公园,华美达公寓,121.5262709,31.29885144
143,杨浦,五角场,铁路新村(杨浦),121.5263344,31.31094079
570,浦东,梅园,乳山三村,121.5263968,31.23893251
2420,浦东,梅园,崂山三村,121.5263968,31.23893251
1525,浦东,南码头,东方佳苑,121.5265853,31.1995017
2571,浦东,潍坊,东建新村,121.5268614,31.22271342
1641,杨浦,控江路,凤城三村东区,121.5271691,31.28636792
1976,杨浦,新江湾城,华润置地橡树湾,121.5271893,31.34277597
1163,杨浦,黄兴公园,东方蓝海国际广场,121.527454,31.29641789
500,杨浦,周家嘴路,阳明新城,121.5278051,31.27539859
368,浦东,塘桥,塘桥小区,121.5280237,31.21744785
2348,杨浦,中原,东方名城,121.5282146,31.32439318
1326,杨浦,中原,体院小区,121.528335,31.31898056
769,浦东,北蔡,由由七村,121.5283434,31.22943965
971,浦东,世博,德州七村,121.5283434,31.22943965
2794,浦东,潍坊,潍坊七村,121.5283434,31.22943965
2893,浦东,南码头,临沂七村,121.5283434,31.22943965
1026,浦东,潍坊,潍坊一村,121.528361,31.22339295
2709,浦东,三林,品华苑,121.5284691,31.1461763
2614,杨浦,中原,城市方园,121.528485,31.32143457
2077,杨浦,新江湾城,信达泰禾上海院子,121.5285671,31.33512426
1062,杨浦,黄兴公园,福阳大厦,121.5289522,31.29209232
2894,浦东,三林,三林苑（一期）,121.52914,31.14995527
84,浦东,梅园,梅园教师公寓,121.529421,31.24624085
73,浦东,潍坊,东欣小区,121.5294423,31.23159025
1178,浦东,梅园,乳山五村,121.52964,31.23777598
98,浦东,梅园,梅园二街坊,121.5297488,31.24275042
194,浦东,潍坊,潍坊六村,121.529777,31.22818589
1363,杨浦,中原,黑山小区,121.5298979,31.31332027
2304,杨浦,中原,市京一村,121.5300224,31.32423787
1676,浦东,潍坊,潍坊五村,121.5303916,31.22603174
890,杨浦,黄兴公园,公园3000黄兴花园,121.5306158,31.29757046
507,杨浦,中原,世和园,121.5307125,31.32316885
372,浦东,潍坊,潍坊四村,121.5307687,31.22409633
389,浦东,梅园,梅园三街坊,121.5307913,31.2403686
2497,浦东,三林,三林苑（二期）,121.5311295,31.14892489
2121,浦东,三林,金橘新苑（北区）,121.5311723,31.15698053
215,浦东,三林,凌霄苑,121.5317596,31.14385239
2899,浦东,北蔡,大华锦绣华城(十四街区),121.5319142,31.17871835
419,浦东,潍坊,潍坊九村,121.531986,31.22725249
568,浦东,三林,银杏苑(三林),121.53204,31.14770683
1636,浦东,潍坊,潍坊十村,121.532049,31.23065889
85,浦东,陆家嘴,浦城小区,121.5320498,31.24331959
1126,浦东,川沙,陆家嘴锦绣观澜,121.5320498,31.24331959
2553,杨浦,周家嘴路,昆明路1268弄,121.5321172,31.27363781
1270,杨浦,中原,闸殷路195弄,121.5325199,31.26552414
1391,杨浦,中原,民星路414号,121.5325199,31.26552414
1900,杨浦,鞍山,耀浦苑,121.5325199,31.26552414
2762,杨浦,中原,国和路610弄,121.5325199,31.26552414
2169,杨浦,控江路,控江二村,121.5325409,31.2855664
1182,浦东,梅园,梅园四街坊,121.5328169,31.23754372
2394,杨浦,黄兴公园,控江四村,121.532879,31.29153855
938,浦东,杨思前滩,新里城和合苑,121.533056,31.16417136
271,杨浦,黄兴公园,锦兰苑,121.533063,31.30765935
682,浦东,北蔡,大华锦绣华城(十五街区),121.533351,31.18197984
381,杨浦,东外滩,宝立公寓,121.5333587,31.2670748
2705,杨浦,东外滩,保利香槟苑,121.5333765,31.26174366
1763,浦东,梅园,梅园六街坊,121.5334374,31.24102152
2913,杨浦,黄兴公园,双花公寓,121.5337379,31.29401406
1354,杨浦,黄兴公园,硕和国际,121.5338553,31.30723943
1592,杨浦,黄兴公园,控江二村107弄小区,121.5341599,31.28980865
2419,杨浦,中原,开鲁二村,121.534191,31.32814622
191,浦东,三林,棕榈苑,121.534194,31.14687817
2648,杨浦,东外滩,申泉小区,121.5347187,31.25956644
1427,杨浦,黄兴公园,兰花新村,121.5348114,31.30907578
6,浦东,潍坊,潍坊八村,121.5349701,31.22551944
3161,浦东,潍坊,竹南小区,121.5353023,31.23186908
112,杨浦,东外滩,海杨公寓,121.535411,31.26371186
1954,杨浦,中原,国和一村,121.5356127,31.32240297
1534,杨浦,中原,长海二村,121.5356494,31.31858239
1108,杨浦,控江路,凤城五村,121.5357788,31.28517502
1230,杨浦,控江路,控江路1200弄,121.5357788,31.28517502
1721,杨浦,控江路,延吉东路1弄,121.5357788,31.28517502
1872,杨浦,控江路,新凤城,121.5357788,31.28517502
2052,杨浦,控江路,凤城二村,121.5357788,31.28517502
2957,杨浦,控江路,东方名园,121.5357788,31.28517502
2423,浦东,三林,古银杏苑,121.5358482,31.1487954
439,浦东,梅园,梅园五街坊,121.536019,31.23779976
3081,浦东,三林,中海御景熙岸(公寓),121.536112,31.13549987
2602,杨浦,黄兴公园,长白二村,121.5364251,31.29944186
247,浦东,北蔡,陆家嘴锦绣前城,121.5364483,31.22881312
267,浦东,北蔡,天池一村,121.5364483,31.22881312
308,浦东,北蔡,万邦都市花园,121.5364483,31.22881312
450,浦东,陆家嘴,东园四村,121.5364483,31.22881312
520,浦东,陆家嘴,江临天下,121.5364483,31.22881312
695,浦东,陆家嘴,陈家宅小区(潍坊西路),121.5364483,31.22881312
744,浦东,陆家嘴,财富海景花园,121.5364483,31.22881312
751,浦东,北蔡,龙港新村,121.5364483,31.22881312
919,浦东,北蔡,由由一村,121.5364483,31.22881312
1037,浦东,陆家嘴,东昌新村,121.5364483,31.22881312
1271,浦东,塘桥,浦建727,121.5364483,31.22881312
1452,浦东,陆家嘴,良友大厦,121.5364483,31.22881312
1548,浦东,花木,牡丹小区(浦东),121.5364483,31.22881312
1565,浦东,陆家嘴,谢家宅小区,121.5364483,31.22881312
1595,浦东,北蔡,培花久远公寓,121.5364483,31.22881312
1649,浦东,陆家嘴,凯旋汇,121.5364483,31.22881312
1694,浦东,陆家嘴,众鑫大厦,121.5364483,31.22881312
1703,浦东,北蔡,惠德新邨,121.5364483,31.22881312
1737,浦东,北蔡,花木新村,121.5364483,31.22881312
1844,浦东,陆家嘴,仁恒滨江园,121.5364483,31.22881312
2128,浦东,陆家嘴,浦东南路1780弄,121.5364483,31.22881312
2150,浦东,陆家嘴,保利One56,121.5364483,31.22881312
2331,浦东,北蔡,由由五村,121.5364483,31.22881312
2400,浦东,陆家嘴,东南新村(浦东),121.5364483,31.22881312
2463,浦东,陆家嘴,东昌大楼,121.5364483,31.22881312
2624,浦东,北蔡,芳华路253弄,121.5364483,31.22881312
2725,浦东,北蔡,华佳花园,121.5364483,31.22881312
2795,浦东,北蔡,凯利海华府,121.5364483,31.22881312
2828,浦东,陆家嘴,东园二村,121.5364483,31.22881312
2867,浦东,北蔡,聚龙家园,121.5364483,31.22881312
3113,浦东,陆家嘴,紫光大厦,121.5364483,31.22881312
3125,浦东,北蔡,由由二村,121.5364483,31.22881312
2960,闵行,浦江,滨浦新苑三村,121.5365055,31.06698727
65,杨浦,黄兴公园,控江五村,121.5366173,31.29349226
63,杨浦,黄兴公园,控江六村,121.536623,31.2906119
1148,浦东,杨思前滩,万科新里程,121.5366326,31.16586444
2429,浦东,三林,杉林新月环林东路875弄,121.536737,31.14676019
719,杨浦,中原,兴浦新村,121.5367731,31.34052068
214,杨浦,东外滩,银龙新村,121.536814,31.26266383
1216,杨浦,中原,开鲁四村,121.536915,31.33200197
2273,杨浦,中原,开鲁三村,121.5370794,31.33062582
3031,杨浦,中原,长海一村,121.5371301,31.31677009
2376,杨浦,中原,闸二小区,121.537166,31.33562686
2901,浦东,梅园,松林小区,121.5372432,31.24024187
1689,浦东,北蔡,大华锦绣华城(十六街区)(公寓),121.5375182,31.18103393
464,浦东,梅园,东晶国际公寓,121.5377257,31.24690894
75,浦东,源深,竹园新村(浦东),121.5378868,31.23454167
757,杨浦,周家嘴路,六达苑,121.5379653,31.28224579
2003,浦东,三林,汇德锦苑,121.5380416,31.13352967
234,杨浦,周家嘴路,张家浜小区,121.5380639,31.28190339
545,杨浦,周家嘴路,友谊新村,121.5380639,31.28190339
1289,杨浦,周家嘴路,金鹏花园,121.5380639,31.28190339
1425,杨浦,周家嘴路,辽阳大楼,121.5380639,31.28190339
2163,杨浦,周家嘴路,幸福村小区,121.5380639,31.28190339
2944,杨浦,周家嘴路,杨家宅小区,121.5380639,31.28190339
219,浦东,三林,杉林新月环林东路879弄,121.5380648,31.14457318
2865,浦东,三林,明丰花园,121.5383449,31.15640281
2000,闵行,闵浦,水语人家南苑,121.5386888,31.05111581
3014,闵行,闵浦,浦江馨都,121.5388405,31.04448283
908,浦东,三林,环球翡翠湾花园(公寓),121.5389202,31.15957144
981,杨浦,中原,开鲁路382弄,121.5389757,31.33163986
2848,闵行,闵浦,浦润苑,121.5391921,31.04823433
1088,浦东,北蔡,大华锦绣华城(十七街区)(别墅),121.539298,31.18325785
2019,浦东,北蔡,大华锦绣华城(十七街区)(公寓),121.539298,31.18325785
2671,杨浦,黄兴公园,延吉七村,121.5394779,31.29675161
252,浦东,梅园,巨洋豪园,121.5395217,31.24726313
3005,杨浦,东外滩,百兴花园,121.5396276,31.26587109
310,杨浦,中原,国和苑,121.5396526,31.32406342
1301,浦东,三林,杉林新月环林东路799弄,121.5400079,31.1460502
1863,杨浦,黄兴公园,浣纱五村,121.5400267,31.30590912
2046,杨浦,中原,殷行路571弄,121.540101,31.3342429
2346,杨浦,控江路,控江路888弄,121.5402243,31.28984645
1027,杨浦,中原,翔殷三村,121.5404277,31.29250813
2526,浦东,梅园,惠扬大厦,121.5406592,31.2487853
2616,杨浦,中原,潘阳小区,121.5407576,31.33464287
3066,杨浦,黄兴公园,伊格尔公寓,121.5408112,31.29788341
1140,杨浦,东外滩,华谊星城名苑,121.540982,31.26711184
2164,浦东,三林,浦发博园(公寓),121.5413098,31.15732262
829,浦东,北蔡,大华锦绣华城(十一街区),121.541393,31.18717983
53,浦东,杨东,爱家亚洲花园二期,121.541552,31.20585796
506,杨浦,东外滩,杭州路107弄,121.541815,31.26506299
1722,杨浦,中原,市光四村,121.5418988,31.32574891
1829,杨浦,黄兴公园,兰花教师公寓,121.542004,31.30959888
1169,浦东,北蔡,大华锦绣华城(十街区),121.542203,31.1906989
2284,浦东,源深,香榭丽花园,121.5424832,31.23306134
2582,浦东,唐镇,金大元御珑宫廷(别墅),121.5425476,31.21598454
3111,杨浦,周家嘴路,浦罡小区,121.5426624,31.27849253
1609,杨浦,中原,市光一村,121.542728,31.32203896
2281,杨浦,周家嘴路,林厦小区,121.5428835,31.28245526
441,杨浦,黄兴公园,延吉六村,121.5429175,31.29613401
1125,杨浦,黄兴公园,延吉三村,121.5429416,31.29236302
2613,浦东,杨东,爱家亚洲花园一期,121.543228,31.20479198
663,杨浦,周家嘴路,和瑞雅苑,121.543501,31.27218287
303,杨浦,黄兴公园,延吉二村,121.5435101,31.29234675
1597,杨浦,控江路,隆昌路718弄,121.5436034,31.28960961
1651,浦东,杨东,锦绣天第花园,121.543646,31.21064083
2083,杨浦,东外滩,崇业小区,121.543654,31.2622813
2612,杨浦,周家嘴路,郡江国际,121.543741,31.27127985
575,杨浦,中原,殷行路430弄,121.5438932,31.33515225
1076,杨浦,黄兴公园,延吉五村,121.5440661,31.29685058
1546,浦东,北蔡,锦华花园,121.5440772,31.18993502
340,浦东,杨思前滩,三林世博家园(新浦路199弄),121.5441216,31.17194166
1994,浦东,梅园,地产尚海郦景,121.5446878,31.24587624
148,浦东,三林,浦发绿城浦三路2801弄,121.5447828,31.16136635
2204,杨浦,中原,殷行路310弄,121.5450069,31.33570898
2112,杨浦,周家嘴路,明月坊,121.5452953,31.27515755
2143,杨浦,黄兴公园,远东一村,121.54555,31.30438086
913,杨浦,黄兴公园,长白三村,121.5455613,31.29484111
2694,杨浦,中原,城市名园,121.5455674,31.33704881
867,浦东,杨思前滩,三林世博家园(大道站路94弄),121.5456692,31.16550106
1119,浦东,北蔡,大华锦绣华城(十二街区),121.5458471,31.18801748
2920,浦东,三林,浦发绿城西泰林路850弄,121.5459337,31.14661995
2388,浦东,源深,盛世年华,121.5460714,31.23369834
1933,杨浦,黄兴公园,杨浦欣园东区,121.5465258,31.30746712
1506,浦东,北蔡,大华锦绣华城(十九街区)(公寓),121.5465879,31.18171052
1895,浦东,北蔡,文汇小区(浦东),121.5469521,31.17493127
2484,杨浦,中原,翔殷四村,121.5472651,31.3285594
2577,浦东,杨东,锦绣满堂北区,121.5472768,31.2121209
1084,浦东,北蔡,大华锦绣华城(二街区),121.5473823,31.18852156
