行政区,街区,小区,经度,纬度,1000米内最近地铁站距离,1000米内最近公交车站距离,1000米内购物中心数量,1000米内公司数量,1000米内公园数量,1000米内医院数量
徐汇,上海南站,金塘小区,121.431074,31.15416789,372,497,3,76,0,4
徐汇,上海南站,老沪闵路439弄,121.4338136,31.15400372,386,276,2,101,0,1
青浦,夏阳,城东新村一村,121.130137,31.15391317,1001,140,1,66,4,3
闵行,七宝,黎明花园,121.3544011,31.15382146,785,213,5,97,1,3
松江,九亭,奥林匹克花园,121.333513,31.15372589,779,270,1,104,0,0
浦东,御桥,东方御水湾,121.5771487,31.15370557,1001,312,3,79,0,1
松江,九亭,英伦风尚,121.3118406,31.15353066,1001,167,1,94,0,0
徐汇,上海南站,汇京佳丽园,121.4363672,31.15350146,322,139,2,104,1,1
浦东,三林,浦发御园,121.5408874,31.15334354,613,123,0,59,1,6
徐汇,上海南站,汇成一村,121.4385159,31.15328938,417,244,2,103,0,1
闵行,古美,蓝色港湾(公寓),121.3929331,31.15320215,924,217,2,40,1,0
松江,九亭,绿庭尚城,121.3184214,31.15290633,1001,180,2,85,1,3
闵行,七宝,学院新村,121.36986,31.15286213,1001,85,0,72,2,1
青浦,夏阳,梦丹苑,121.1388501,31.15256461,1001,131,1,87,2,1
徐汇,上海南站,汇成二村,121.4414778,31.15253648,622,359,1,106,0,3
松江,九亭,贝尚湾(公寓),121.3263506,31.15241627,980,238,3,70,1,0
闵行,古美,望族新城,121.4093149,31.15224691,1001,139,4,70,3,0
徐汇,康健,花苑村丁香园,121.420904,31.152118,434,235,3,77,1,1
青浦,夏阳,章浜新村,121.12633,31.15174796,1001,87,5,73,5,5
浦东,三林,凌兆新村(上浦路201弄),121.499879,31.15171582,346,138,2,98,1,1
闵行,七宝,园艺新村,121.3631712,31.15168623,1001,38,2,96,1,2
青浦,盈浦,五浦汇B区崧子苑,121.091073,31.15164598,1001,91,0,11,0,0
闵行,古美,万源城御溪(别墅),121.3988689,31.1515501,542,201,3,40,1,5
徐汇,上海南站,楼园小区,121.4377568,31.15153465,251,312,2,102,0,1
闵行,古美,平吉一村,121.3908336,31.15131824,929,105,1,45,0,0
徐汇,植物园,百龙小区,121.4563415,31.15121247,472,94,0,113,0,0
浦东,三林,浦发绿城永泰路2080弄,121.5496755,31.15107618,781,170,0,111,1,1
闵行,七宝,东方花园二期,121.3704118,31.15097999,1001,272,0,75,2,1
浦东,三林,凌沛苑,121.490311,31.140425,751,515,0,34,0,0
浦东,三林,鑫筠明苑,121.565158,31.143682,886,400,0,92,0,0
浦东,三林,金光小区,121.5194877,31.15086425,267,295,1,80,1,3
闵行,七宝,广海花园,121.3608561,31.15086356,1001,215,2,99,1,2
浦东,三林,凌兆新村(上浦路202弄),121.499526,31.150643,466,199,2,104,1,2
青浦,赵巷,泰禾红桥,121.157749,31.150419,1001,162,1,16,1,0
徐汇,上海南站,汇成三村,121.4403432,31.15034289,484,149,2,104,0,0
静安,大宁,谈家桥路80弄,121.1175259,31.15008916,1001,177,5,91,5,4
青浦,赵巷,恒联名人世家,121.2250814,31.15002009,1001,394,0,47,0,0
闵行,古美,古美七村,121.4150262,31.15000665,561,115,3,72,3,0
浦东,三林,三林苑（一期）,121.52914,31.149955,271,193,2,22,1,2
闵行,七宝,华宝花园,121.3618899,31.14988388,1001,196,1,99,1,2
闵行,古美,万源城尚郡,121.4042161,31.14984061,612,231,3,55,2,5
浦东,三林,凌兆新村(凌兆路586弄),121.508339,31.14980584,706,126,1,77,0,2
青浦,夏阳,蓬莱山庄,121.1362029,31.14958749,1001,261,0,80,2,4
青浦,盈浦,五浦汇盛青雅苑,121.0959683,31.14936645,1001,96,3,33,0,0
徐汇,上海南站,汇成四村,121.4430239,31.14928772,755,160,1,102,0,0
浦东,三林,涵清苑,121.4928083,31.14927165,314,26,1,71,1,0
松江,九亭,上海源花城,121.3091836,31.14913713,1001,232,0,105,0,0
浦东,三林,凌兆新村(上浦路36弄),121.497078,31.149133,258,162,2,93,1,1
闵行,古美,平吉二村,121.3877324,31.14904898,672,90,1,36,3,0
浦东,三林,三林苑（二期）,121.5311295,31.14892489,406,61,1,21,1,1
浦东,三林,凌兆新村(凌兆路726弄),121.5057249,31.14891261,711,69,1,75,0,3
浦东,三林,古银杏苑,121.535848,31.148795,709,91,1,28,0,2
浦东,三林,杉林新月环林东路799弄,121.538785,31.148738,956,254,1,27,0,1
浦东,三林,凌兆新村(凌兆路285弄),121.5043447,31.14835605,709,168,2,81,0,2
浦东,三林,上南路4362弄,121.5170481,31.14824706,120,191,1,71,1,3
浦东,三林,浦发绿城西泰林路850弄,121.546246,31.147883,1001,139,0,61,1,0
浦东,三林,翠竹苑,121.525885,31.147864,615,138,2,43,1,2
浦东,三林,银杏苑(三林),121.53204,31.14770683,564,101,1,22,1,1
青浦,盈浦,御澜湾,121.1043285,31.14766642,1001,218,3,39,1,0
松江,九亭,九亭中心,121.3238082,31.14757015,484,271,3,63,1,0
浦东,康桥,东康名苑,121.6323826,31.1475574,391,302,0,55,1,1
徐汇,华泾,中海瀛台,121.4594374,31.14733558,540,238,1,103,0,0
浦东,康桥,仁怡苑,121.6294787,31.14727871,570,372,0,82,1,1
闵行,古美,古美四村,121.4096215,31.14722949,1001,145,4,77,2,2
徐汇,植物园,园南新村,121.446097,31.14705387,1001,65,1,100,0,1
浦东,三林,棕榈苑,121.534194,31.146878,746,147,1,20,1,0
青浦,赵巷,臻水岸苑,121.232707,31.146873,1001,58,1,45,0,0
浦东,三林,杉林新月环林东路875弄,121.536737,31.14676019,916,89,1,21,0,1
徐汇,上海南站,光华园,121.4389274,31.14658147,580,135,4,95,0,7
青浦,赵巷,秀涓路46弄,121.162964,31.14653465,1001,3,0,15,1,0
徐汇,植物园,华滨家园,121.4564963,31.14627867,502,274,1,96,0,0
青浦,赵巷,崧泽华城华中苑,121.160898,31.14622899,1001,51,0,11,1,0
青浦,盈浦,北极星广场,121.099167,31.14619283,1001,235,3,33,0,0
浦东,三林,品华苑,121.528469,31.146176,696,60,2,30,1,0
徐汇,华东理工,化工一四村,121.428532,31.14614585,794,46,4,97,2,1
徐汇,植物园,中恒苑,121.4541887,31.14610371,635,94,1,108,0,0
浦东,三林,三林安居苑,121.5075409,31.14567237,1001,46,1,74,0,1
浦东,三林,杉林新月环林东路879弄,121.536099,31.14565,964,122,1,18,0,0
徐汇,华东理工,嘉川公寓,121.435955,31.14550416,587,187,5,88,0,7
青浦,赵巷,泷湾苑,121.2128753,31.14545,1001,203,0,6,0,0
闵行,七宝,莲浦府邸(公寓),121.3720287,31.14531494,770,182,2,94,2,0
青浦,盈浦,东渡青筑,121.098895,31.145046,1001,182,3,32,0,0
青浦,赵巷,崧泽华城昱翠雅苑,121.167514,31.145035,1001,88,0,14,1,0
青浦,赵巷,崧泽华城和瑞西苑,121.16353,31.14497389,1001,127,0,13,1,0
闵行,七宝,富丽公寓(西区),121.3658967,31.1449623,862,132,2,105,0,1
闵行,古美,古美八村,121.4085319,31.14472184,891,46,7,76,2,5
闵行,七宝,摩登堂,121.3604395,31.14439408,1001,144,2,101,1,1
闵行,七宝,皇都花园三期,121.3734821,31.14420307,686,58,2,91,3,0
浦东,三林,凌虹苑,121.4956105,31.14407898,322,181,1,98,0,1
闵行,七宝,白雪公主,121.3628679,31.14396826,959,76,2,106,1,1
徐汇,长桥,长桥一村,121.4442126,31.1439569,641,43,2,91,0,6
浦东,三林,凌霄苑,121.5317596,31.14385239,966,87,1,25,0,0
浦东,康桥,绿地康桥新苑,121.5690284,31.14383969,567,385,0,91,0,0
浦东,三林,永泰花苑,121.5240022,31.14369064,788,199,2,51,1,0
松江,九亭,上海青年城,121.3258509,31.1433417,30,88,2,79,1,1
徐汇,植物园,华沁家园,121.4572091,31.1432574,221,186,1,96,0,0
青浦,赵巷,融信铂湾,121.2415539,31.14310418,1001,240,1,14,0,0
徐汇,长桥,长桥二村,121.4474705,31.14306276,722,121,1,93,0,6
闵行,七宝,碧林湾新苑,121.3566427,31.14296309,1001,89,1,108,1,1
闵行,七宝,碧林湾新苑(华友路),121.3566427,31.14296309,1001,89,1,108,1,1
浦东,三林,三林新村(永泰路133弄),121.5098388,31.14289231,1001,143,1,72,0,1
徐汇,华东理工,梅陇四村,121.4277736,31.14278243,915,61,4,93,3,1
浦东,康桥,中邦城市,121.57912,31.142411,528,140,1,70,0,0
浦东,康桥,汤巷雅苑,121.6124077,31.14205511,730,147,0,95,1,2
青浦,盈浦,大发融悦,121.092912,31.14198,443,132,1,39,0,0
青浦,赵巷,绿地国际山庄,121.2373653,31.14189617,1001,298,1,18,0,0
闵行,古美,江南星城(二期),121.3917029,31.14188859,486,186,1,51,3,2
浦东,康桥,秀怡苑,121.610726,31.141885,586,189,0,90,1,2
青浦,盈浦,首创禧悦繁花里,121.0962343,31.14187569,748,414,3,42,0,0
青浦,盈浦,融信铂爵,121.085635,31.14184,297,105,1,31,0,0
闵行,古美,南方新村,121.406388,31.14181789,630,166,6,74,2,5
青浦,盈浦,东渡悦来城,121.087861,31.14173189,125,31,1,32,0,0
闵行,梅陇,世纪苑,121.4211938,31.14155502,743,46,1,83,5,0
松江,九亭,青春驿站,121.3237935,31.14142985,315,109,2,94,0,1
闵行,古美,平阳一村,121.3893767,31.14140667,308,139,2,55,3,0
徐汇,华东理工,凌云壹街坊,121.432492,31.14109882,959,35,5,83,2,7
闵行,莘庄,银星小区,121.3795063,31.14096399,729,97,2,92,4,2
闵行,梅陇,梅陇二村,121.4170555,31.14070475,857,323,2,84,6,0
浦东,三林,凌东苑,121.496235,31.14060847,703,102,1,95,0,1
闵行,莘庄,当代艺墅,121.3827372,31.14060314,471,240,1,72,3,0
闵行,七宝,富丽公寓(东区),121.3711592,31.14060252,240,157,2,97,1,3
徐汇,植物园,罗秀三村,121.4530178,31.1405421,640,95,2,90,0,0
青浦,盈浦,中南君悦府,121.083778,31.140487,448,104,1,31,0,0
青浦,赵巷,绿地海珀风华(别墅),121.2415141,31.14043801,1001,134,1,9,0,0
闵行,古美,平阳三街坊,121.3921557,31.14031755,595,96,1,49,3,3
闵行,莘庄,香树丽舍,121.4089639,31.14013457,379,162,5,77,4,2
徐汇,长桥,罗秀新村,121.452962,31.14006256,664,66,2,89,0,0
徐汇,长桥,长桥四村,121.446028,31.13993784,408,136,2,84,0,6
青浦,盈浦,青浦万达茂(住宅),121.0892771,31.13983569,125,11,1,31,0,0
松江,九亭,美丽星城,121.33402,31.13954083,892,183,2,112,1,1
闵行,古美,平阳新村四街坊,121.3967875,31.13951695,821,190,3,104,1,5
松江,佘山,余北家园莘泽苑,121.222898,31.13949787,1001,171,0,5,0,0
闵行,古美,古美西路420弄,121.4008389,31.13939023,829,67,6,95,1,5
青浦,盈浦,首创禧悦芳菲,121.084648,31.13937083,394,127,1,31,0,0
松江,九亭,嘉和阳光城,121.3221949,31.13930121,595,176,2,97,0,1
青浦,赵巷,龙湖滟澜山(别墅),121.233651,31.1390568,1001,176,1,12,0,0
青浦,赵巷,龙湖滟澜山(公寓),121.233651,31.1390568,1001,176,1,12,0,0
闵行,古美,平阳三村,121.3927751,31.13901631,726,187,0,100,2,1
松江,泗泾,9号公馆,121.3240823,31.13872817,569,246,2,96,0,1
徐汇,华东理工,梅陇十一村,121.433632,31.13872183,805,170,5,91,2,6
徐汇,华东理工,梅陇六村,121.4260039,31.13860986,1001,73,3,91,4,0
松江,九亭,上海诗林(公寓),121.346587,31.13836986,1001,383,2,100,1,0
闵行,古美,春江锦庐,121.3925264,31.13781389,799,126,0,103,2,1
松江,九亭,象屿名城,121.32281,31.13769527,720,306,2,98,0,8
徐汇,华东理工,舒乐公寓,121.4414721,31.13758246,115,103,4,77,0,6
青浦,盈浦,首创禧悦(一期),121.085257,31.137564,467,81,1,34,0,0
松江,九亭,象屿虹桥悦府,121.324811,31.13733982,704,117,2,108,0,1
闵行,莘庄,黎安三村,121.3807319,31.13713726,873,219,2,101,2,2
徐汇,华东理工,舒乐小区,121.4409831,31.13689944,204,185,4,79,0,6
闵行,梅陇,紫藤二村,121.4176137,31.13689442,788,128,2,91,6,0
浦东,康桥,绿宝园,121.57028,31.136825,564,504,1,96,0,0
徐汇,华东理工,梅陇九村,121.4291585,31.13674304,1001,116,4,99,3,0
徐汇,华东理工,梅陇十村,121.431191,31.13622585,1001,192,4,101,3,5
青浦,赵巷,凯迪澳澜湾,121.2352775,31.13622462,1001,197,1,6,1,0
浦东,康桥,康桥半岛,121.5862999,31.13578277,1001,272,0,67,0,3
闵行,古美,鸿发家园,121.3918259,31.13575088,943,128,0,87,2,0
松江,九亭,海德公寓,121.341108,31.13567288,1001,272,1,70,1,0
浦东,三林,中海御景熙岸(公寓),121.536112,31.13549987,1001,256,0,30,0,0
闵行,梅陇,中梅苑,121.4213633,31.13548758,1001,188,0,98,5,0
松江,佘山,佘北家园紫鹃苑,121.220252,31.13491289,1001,112,0,10,0,0
松江,佘山,恒大佘山首府,121.2259683,31.13488615,1001,100,0,8,1,0
闵行,古美,东方御花园,121.3944935,31.13480617,1001,183,0,109,2,0
徐汇,华泾,馨宁公寓,121.4540578,31.13474675,802,224,2,89,1,0
闵行,梅陇,望族苑,121.4146356,31.13457675,558,176,5,84,4,0
徐汇,华泾,华发小区,121.4588351,31.13442428,351,235,2,93,1,0
闵行,古美,春意苑,121.3924706,31.13403358,1001,138,0,104,2,0
松江,佘山,佘北家园康桂苑,121.217757,31.13381188,1001,213,0,14,0,0
浦东,三林,城林雅苑,121.514616,31.13369,1001,112,1,34,0,0
浦东,三林,汇德锦苑,121.5380416,31.13352967,1001,369,0,36,0,0
松江,九亭,复地九月2期,121.3262927,31.13345649,1001,103,2,53,0,1
松江,佘山,佘北家园竹青苑,121.218862,31.13327396,1001,117,0,15,0,0
松江,佘山,国贸天悦,121.227738,31.13317551,1001,71,0,8,1,0
浦东,周浦,海富城市花园四期,121.5761152,31.1330079,898,125,1,90,0,0
浦东,康桥,海尚康庭,121.6060768,31.13284554,1001,158,0,88,0,2
闵行,古美,莲浦花苑,121.4016447,31.13274609,704,123,4,98,1,0
松江,佘山,国贸天悦云庭,121.2278882,31.13243312,1001,124,0,8,1,0
青浦,赵巷,金地佘山天境(公寓),121.231781,31.13215,1001,265,1,6,1,0
青浦,赵巷,万科有山,121.238077,31.13168987,1001,272,1,7,1,0
松江,泗泾,万业梦立方,121.2635037,31.13166692,916,112,0,16,0,1
青浦,夏阳,城东新村（三区）,121.0994009,31.13132017,1001,1001,0,9,0,0
松江,泗泾,金地自在城(二期),121.2576207,31.13118362,1001,184,0,2,0,1
闵行,古美,莘光苑,121.3965586,31.13111407,575,149,0,103,0,0
松江,九亭,枫桥丽舍,121.3283822,31.13098888,1001,19,2,24,0,1
闵行,古美,新梅花苑,121.3936624,31.13097969,743,154,0,103,1,0
浦东,三林,瑞康苑,121.5158053,31.13081076,1001,93,1,45,0,0
松江,九亭,象屿都城,121.341128,31.13080187,1001,401,1,60,1,0
闵行,莘庄,大虹桥国际,121.3670442,31.1301209,871,98,2,115,0,3
青浦,朱家角,恒大御澜庭二期,121.028928,31.13008589,1001,46,0,2,0,0
闵行,梅陇,朱莘苑,121.4319804,31.12956155,1001,123,0,98,0,0
松江,九亭,三盛颐景园(住宅),121.346695,31.12944888,1001,236,1,75,1,0
松江,泗泾,融创壹号公馆,121.2659716,31.12937809,607,122,1,38,0,1
闵行,梅陇,盛源花园,121.411969,31.12928234,865,131,0,79,3,0
闵行,梅陇,罗阳一村,121.417717,31.12927585,1001,146,0,98,3,0
松江,泗泾,泗水和鸣,121.26823,31.12925584,598,113,1,44,0,1
青浦,朱家角,金地水悦堂,121.0476384,31.12913544,1001,207,0,9,0,3
闵行,梅陇,罗阳三村,121.4144581,31.12903234,985,126,0,93,2,0
徐汇,华泾,东湾小区,121.4653452,31.12903211,361,197,2,41,1,0
浦东,惠南,锦绣汇丽苑,121.5947638,31.12887114,1001,353,1,75,0,3
松江,佘山,佘北家园茗雅苑,121.220609,31.12871689,1001,151,0,15,0,0
闵行,古美,新梅公寓一期,121.3959874,31.12868165,412,144,0,105,0,0
浦东,三林,依水园一期,121.5166569,31.12854262,1001,163,1,50,0,0
松江,九亭,鑫山汇众苑,121.3413599,31.12840507,1001,389,1,57,1,0
青浦,朱家角,海上湾鹭居,121.0346691,31.1279342,1001,336,0,6,0,1
浦东,三林,依水园二期,121.5149992,31.12774811,1001,176,2,50,0,0
闵行,梅陇,罗阳七村(华宝小区),121.4072203,31.12769076,733,90,0,46,2,0
闵行,莘庄,小富人家,121.376687,31.12743775,1001,174,1,70,0,3
青浦,朱家角,翠苑别墅(东区),121.0488144,31.12731209,1001,26,0,9,0,3
闵行,梅陇,上海阳城,121.4053529,31.12685126,546,133,0,46,2,0
闵行,梅陇,朱行三村,121.4267877,31.12679237,1001,291,0,101,1,0
闵行,梅陇,罗阳二村,121.4184679,31.12657429,1001,176,0,99,1,0
徐汇,华泾,华泾四村,121.454281,31.12657297,869,108,2,40,1,0
青浦,朱家角,翠苑(西区),121.0460386,31.12653928,1001,42,0,9,0,3
闵行,梅陇,罗阳四村,121.4158269,31.12645744,1001,221,0,97,3,0
闵行,梅陇,未名园,121.410484,31.12635388,1001,263,0,43,2,0
松江,泗泾,钰丰商都,121.2931142,31.12588486,1001,141,0,108,0,0
闵行,莘庄,富林苑(三期),121.372018,31.12587558,1001,74,1,76,0,3
徐汇,华泾,华欣家园,121.4673952,31.12581492,382,390,1,38,1,0
青浦,朱家角,海上湾闻涧,121.028689,31.12576986,1001,248,0,3,0,0
闵行,莘庄,东苑新天地,121.3763183,31.12496411,1001,165,1,80,1,1
闵行,莘庄,东苑新天地公寓,121.3763183,31.12496411,1001,165,1,80,1,1
徐汇,华泾,漓江花园三期,121.4595277,31.12459401,411,46,1,48,1,0
闵行,莘庄,林水美地苑,121.3652826,31.12445977,1001,108,1,110,0,0
浦东,康桥,绿地柏澜晶舍,121.6062701,31.12400387,1001,176,2,44,1,0
浦东,康桥,中骏柏景湾,121.5525091,31.12378021,1001,130,0,42,0,0
闵行,春申,普乐三村,121.4329971,31.12376823,1001,159,0,96,0,0
青浦,朱家角,中骏御景台,121.0443153,31.12314718,1001,68,0,7,0,1
松江,佘山,佘北家园木槿苑,121.2145255,31.12287197,1001,225,0,51,0,0
松江,泗泾,绿地云天坊,121.2644219,31.12276274,278,124,1,47,0,1
闵行,莘庄,水清三村,121.3847701,31.12247905,811,304,3,54,3,2
徐汇,华泾,沙家浜小区,121.468848,31.122473,665,215,1,39,0,0
闵行,莘庄,莘城苑,121.3669485,31.12235826,1001,177,1,102,0,0
闵行,浦江,一品漫城二期（公寓）,121.500921,31.12212184,475,204,1,36,0,0
浦东,周浦,印象春城,121.596303,31.122068,1001,297,2,84,1,0
闵行,莘庄,水清二村,121.3885891,31.12203938,653,128,2,56,2,0
闵行,春申,薇馨家园,121.4384962,31.12197176,831,64,1,90,0,0
松江,泗泾,新凯城丁香苑,121.252515,31.12166887,1001,231,0,8,0,1
徐汇,华泾,名人花苑,121.4611797,31.12147991,569,111,1,67,1,0
浦东,康桥,海印又一城,121.60717,31.12126,877,309,2,31,1,0
闵行,春申,普乐二村,121.430055,31.12109,1001,84,1,81,1,0
浦东,周浦,印象生活广场,121.5997909,31.12089957,1001,315,2,61,1,0
闵行,莘庄,绿梅二村,121.3761557,31.12032742,1001,57,2,100,1,14
松江,泗泾,保利翡丽公馆,121.266499,31.12028182,413,194,2,54,0,1
徐汇,华泾,华泾绿苑,121.4645073,31.12007021,693,239,1,63,0,0
徐汇,华泾,紫阳花苑,121.4606298,31.12001076,740,136,1,96,1,0
闵行,春申,景华新苑,121.455328,31.119927,715,342,1,109,1,0
闵行,莘庄,水清一村,121.3869823,31.11984059,525,166,5,49,3,12
闵行,春申,春馨苑,121.4201957,31.11973224,1001,208,0,102,1,1
闵行,春申,高兴花园一街坊,121.4144981,31.11961932,1001,191,0,96,2,2
松江,泗泾,新凯城银杏苑,121.2451139,31.11961128,1001,175,0,8,0,0
松江,泗泾,金地褐石苑,121.261071,31.11948082,753,188,1,45,0,1
闵行,莘庄,紫欣公寓,121.390972,31.11940106,289,61,5,89,3,1
浦东,世博,上南一村,121.5899196,31.11937525,1001,360,1,87,0,4
浦东,周浦,东南一村,121.5899196,31.11937525,1001,360,1,87,0,4
松江,泗泾,新凯城紫荆苑,121.2493787,31.119306,1001,114,0,5,0,0
闵行,春申,莲花新村,121.42118,31.11918952,1001,166,1,101,1,1
青浦,朱家角,证大朱家角西镇,121.0550875,31.11886476,1001,118,2,26,0,0
松江,泗泾,金港花园(公寓),121.2696648,31.11881831,628,44,3,64,0,0
闵行,春申,蔷薇新村,121.440961,31.118757,556,28,1,81,0,0
闵行,梅陇,梅香苑西苑,121.4070455,31.11873306,1001,124,0,26,1,0
闵行,浦江,浦恒馨苑,121.490439,31.11849386,1001,149,0,59,0,0
闵行,春申,高兴花园二三四街坊,121.4113503,31.11834492,1001,178,0,60,2,1
青浦,朱家角,西井街29弄,121.0606432,31.11803902,1001,311,2,66,0,0
松江,泗泾,新凯城香樟苑,121.2384675,31.11800482,873,278,1,13,0,0
闵行,春申,常兴家园,121.4056458,31.1179693,1001,171,0,34,1,1
松江,泗泾,新凯城兰馨苑,121.2543912,31.11792123,1001,121,0,14,0,0
闵行,莘庄,东苑利景花苑,121.3972275,31.11792053,465,377,1,91,1,1
浦东,世博,上南二村,121.589897,31.11786628,1001,293,0,87,0,4
闵行,莘庄,绿梅一村,121.3770604,31.11757412,870,88,4,88,3,9
徐汇,华泾,光华绿苑,121.4594849,31.11750248,977,131,1,110,0,2
闵行,莘庄,裕兴花园,121.3827187,31.11748323,384,82,4,88,3,1
青浦,朱家角,璟雲里,121.0258813,31.11719038,1001,349,0,5,0,0
松江,泗泾,润和苑,121.2750877,31.11676668,1001,356,3,85,1,0
闵行,莘庄,绿梅三村,121.3738996,31.11667838,1001,203,3,83,1,1
松江,泗泾,新凯城玉兰苑,121.2438192,31.11640381,983,158,1,18,0,0
浦东,周浦,丰汇雅苑,121.5942386,31.11640381,1001,115,2,98,1,0
松江,九亭,象屿品城,121.360332,31.11591588,1001,140,0,106,0,0
闵行,莘庄,莘松八村,121.3760355,31.11571461,929,163,5,68,3,1
闵行,莘庄,莘松七村,121.3735313,31.11467258,1001,88,3,91,3,1
徐汇,华泾,盛华景苑,121.4628011,31.1146177,819,179,0,120,0,0
闵行,莘庄,莘松三村,121.376937,31.114513,845,173,5,66,5,1
浦东,周浦,龙泽家园,121.5832578,31.11445547,857,157,1,97,0,4
闵行,春申,春申景城湖滨晨韵,121.4175989,31.11366647,1001,189,3,90,1,1
闵行,莘庄,名都新城（一、二期）,121.397783,31.11345786,397,81,1,97,1,1
闵行,莘庄,名都新城（三期）,121.3978329,31.11325984,410,73,1,96,1,1
闵行,莘庄,开城新村,121.3883161,31.11317405,332,141,5,90,4,2
闵行,莘庄,莘松五村,121.3755923,31.11311353,998,158,5,61,3,1
浦东,世博,洪高小区,121.5945576,31.11302819,1001,153,1,97,0,0
闵行,春申,都市宜家苑,121.4117981,31.1128757,1001,131,3,83,0,1
闵行,莘庄,莘松二村,121.3778386,31.1128413,801,135,5,61,5,1
闵行,莘庄,莲浦新苑,121.3965079,31.11276056,336,160,1,101,3,1
闵行,莘庄,莘城公寓,121.400286,31.11271485,649,171,1,85,1,1
松江,泗泾,同润圣塔路斯,121.2529272,31.11260193,1001,239,1,18,0,0
闵行,莘庄,春申玫瑰苑,121.4046941,31.11253633,1001,244,0,69,0,1
松江,泗泾,新凯一期,121.2406621,31.11247122,479,216,1,18,0,0
闵行,莘庄,新申花城茉莉苑,121.4066852,31.11242562,1001,96,0,56,1,0
松江,新桥,莘松绿嘉园,121.4113452,31.11225565,1001,211,3,82,0,1
闵行,春申,银兆公寓,121.4456229,31.11217689,555,174,0,110,0,0
闵行,莘庄,莘建路119号,121.3842264,31.11207502,380,319,5,83,6,12
松江,泗泾,同润菲诗艾伦,121.257992,31.111523,1001,97,1,14,0,0
闵行,莘庄,好世鹿鸣苑,121.390722,31.11108195,516,210,5,91,3,2
闵行,莘庄,长寿新村(闵行),121.3854136,31.1110806,462,427,5,84,6,1
闵行,春申,春申景城湖畔林语,121.4192872,31.11084102,793,277,4,84,0,1
闵行,春申,上海春城,121.4151411,31.1106035,1001,228,4,89,0,1
闵行,莘庄,万科假日风景(公寓),121.4079383,31.11036071,1001,110,1,84,0,0
闵行,浦江,万科早城(一期),121.492554,31.11006583,1001,284,0,72,0,0
闵行,莘庄,上海康城,121.3610825,31.10987229,558,465,3,105,0,0
闵行,浦江,新浦江城(江桦路600弄),121.498341,31.10986719,1001,371,0,76,1,0
浦东,周浦,明天华城,121.584007,31.109621,666,61,1,113,0,0
松江,泗泾,牡丹逸庭,121.2549351,31.10961528,1001,145,1,12,0,0
松江,泗泾,茉莉雅苑,121.2521524,31.10956187,1001,131,1,18,0,0
闵行,莘庄,团结花苑,121.3791296,31.10940496,906,191,5,68,5,2
闵行,莘庄,柏林春天（一期）,121.4012304,31.10906826,945,163,1,89,1,1
闵行,莘庄,品家都市星城,121.3966582,31.10902466,695,188,1,97,1,1
闵行,莘庄,都市星城,121.3966582,31.10902466,695,188,1,97,1,1
闵行,莘庄,莘南新村,121.3841399,31.10875591,736,291,4,83,5,2
闵行,春申,华唐苑,121.439555,31.108473,191,127,2,93,0,0
松江,泗泾,米兰诺贵都,121.2391562,31.10835404,356,149,1,19,0,0
松江,莘闵别墅,绿洲香岛花园,121.3524178,31.10792829,1001,317,1,27,0,0
闵行,莘庄,邻里苑,121.3871441,31.10780732,653,260,5,89,5,1
闵行,莘庄,公园天下,121.3792756,31.10755124,1001,236,5,70,2,2
松江,泗泾,水仙雅苑,121.2547779,31.10741937,1001,99,1,51,0,0
松江,泗泾,新城上坤樾山美墅,121.245446,31.10688988,957,361,2,22,0,0
闵行,春申,中海寰宇天下,121.4212143,31.10686832,395,195,4,90,0,0
闵行,莘庄,春申城四季苑,121.3976692,31.10639263,575,118,1,93,1,1
松江,泗泾,塘和家园,121.259144,31.10629283,1001,109,1,89,0,0
闵行,莘庄,柏林春天（二期）,121.4008861,31.10618408,851,167,0,90,1,0
闵行,浦江,浦江颐城晶寓,121.50851,31.106006,596,328,1,98,1,0
松江,佘山,佘山一品,121.18165,31.10588284,1001,316,1,55,0,0
松江,泗泾,塘和家园登云苑,121.2624938,31.10573142,1001,115,1,107,0,0
浦东,高行,绿城上海御园,121.5758467,31.10561825,378,522,1,104,0,0
松江,泗泾,塘和家园德悦苑,121.259957,31.10542284,1001,124,1,104,0,0
松江,泗泾,塘和家园德宁苑,121.257772,31.10538288,1001,98,1,104,0,0
松江,泗泾,塘和家园桂花锦苑,121.254973,31.105228,1001,120,1,99,0,0
闵行,莘庄,沁春园一村,121.385014,31.10429412,697,139,1,102,2,1
闵行,莘庄,奥塞花园,121.397058,31.10425887,451,150,0,97,1,3
闵行,莘庄,春申五村,121.398764,31.10404737,612,132,0,94,1,1
闵行,莘庄,绿水家园,121.394348,31.10299516,219,228,0,97,1,0
松江,佘山,新城上坤樾山四季,121.241825,31.10284783,991,76,1,16,0,0
闵行,颛桥,金盛国际家居,121.4121324,31.10270814,1001,583,3,101,1,0
松江,佘山,新城上坤樾山璟里,121.2467239,31.1022322,1001,118,1,24,0,0
松江,泗泾,保利十二橡树庄园,121.2946688,31.10050318,1001,169,0,89,0,0
闵行,浦江,保利茉莉公馆二期,121.493736,31.10016583,1001,151,0,37,1,0
闵行,颛桥,银都新村(1至7区),121.4008126,31.0999848,661,124,1,85,2,1
松江,莘闵别墅,荣盛名邸(公寓),121.343671,31.09951386,255,124,1,35,0,0
闵行,颛桥,好世凤凰城,121.3979846,31.09902182,450,266,1,97,2,1
